pair_id,Gene,DMS_dataset,CBGE_dataset,model_short,platform,fold,raw_calm_weight,training_sd_plm,training_sd_calm,standardized_equivalent_calm_weight
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,CBGE,3,0.95,3.2831909077711345,2.509114030833523,0.9355685714352134
VAV1|dataset2065|dataset2064,VAV1,dataset2065,dataset2064,650M,CBGE,4,1.0,3.061197333627972,2.415865380320503,1.0
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,1,0.26,3.094256271333767,2.8236870519189563,0.24278469017791132
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,2,0.59,3.1307804310179477,2.763136605695862,0.5594794126628102
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,3,0.085,3.2534853492996216,2.389232132227088,0.06386264454641871
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,4,0.87,3.093024536846802,2.6753644999884094,0.85269478803426
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,5,0.59,3.1325521800383846,2.493366728573559,0.5338857798499972
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,DMS,6,0.28,3.13499040158234,2.684888909177205,0.24984326775806362
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,1,0.985,3.094256271333767,2.8236870519189563,0.9835862730258712
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,2,0.29,3.1307804310179477,2.763136605695862,0.2649689928851134
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,3,0.49,3.2534853492996216,2.389232132227088,0.413683115971709
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,4,0.49,3.093024536846802,2.6753644999884094,0.45386432389797116
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,5,0.215,3.1325521800383846,2.493366728573559,0.1789819902533731
ITK|dataset0812|dataset0810,ITK,dataset0812,dataset0810,650M,CBGE,6,0.195,3.13499040158234,2.684888909177205,0.17181340119406907
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,650M,DMS,1,0.24,3.245741415246295,3.8490194922853656,0.27245450745798616
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,650M,DMS,2,0.0,2.7976597211322156,3.1333959817872628,0.0
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,650M,CBGE,1,0.02,3.245741415246295,3.8490194922853656,0.02362951224373248
LCK|dataset0914|dataset0913,LCK,dataset0914,dataset0913,650M,CBGE,2,0.0,2.7976597211322156,3.1333959817872628,0.0
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,DMS,1,0.175,3.3748502476104143,2.6233395066818983,0.14154698506750626
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,DMS,2,0.465,3.3557641762637904,2.422260846117118,0.3855142646098787
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,DMS,3,0.105,2.977771188853506,2.3572778042957556,0.08497992249016555
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,CBGE,1,0.91,3.3748502476104143,2.6233395066818983,0.887127725506517
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,CBGE,2,0.005,3.3557641762637904,2.422260846117118,0.003614131569688608
VAV1|dataset2065|dataset2061,VAV1,dataset2065,dataset2061,650M,CBGE,3,1.0,2.977771188853506,2.3572778042957556,1.0
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,650M,DMS,1,0.24,2.9992695617423455,3.592253045920109,0.2744285342996143
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,650M,DMS,2,0.0,2.755715384915636,2.513300828834445,0.0
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,650M,CBGE,1,0.485,2.9992695617423455,3.592253045920109,0.5300618993612073
LCK|dataset0914|dataset0912,LCK,dataset0914,dataset0912,650M,CBGE,2,0.215,2.755715384915636,2.513300828834445,0.19986700200833696
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,DMS,1,0.725,3.1125342793008297,2.9692952716729657,0.7155080566209054
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,DMS,2,0.0,2.831650545802748,2.889487426878785,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,DMS,3,0.06,2.64430615426866,2.365281039730588,0.05401079761232864
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,CBGE,1,0.0,3.1125342793008297,2.9692952716729657,0.0
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,CBGE,2,0.555,2.831650545802748,2.889487426878785,0.5599879576184837
LCK|dataset0914|dataset0910,LCK,dataset0914,dataset0910,650M,CBGE,3,0.0,2.64430615426866,2.365281039730588,0.0
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,DMS,1,0.175,3.6045446720593017,2.706436492459943,0.13738751497219054
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,DMS,2,0.175,3.602446729922987,2.581519769933142,0.13194929709064213
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,DMS,3,0.375,3.0464529492248356,2.512118154562356,0.330997430904355
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,DMS,4,0.105,3.390941826468725,2.617510357315299,0.08303954132653847
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,CBGE,1,0.875,3.6045446720593017,2.706436492459943,0.8401503949962476
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,CBGE,2,0.875,3.602446729922987,2.581519769933142,0.8337824675136246
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,CBGE,3,0.84,3.0464529492248356,2.512118154562356,0.8123536062751489
VAV1|dataset2065|dataset2062,VAV1,dataset2065,dataset2062,650M,CBGE,4,0.75,3.390941826468725,2.617510357315299,0.6984079690406989
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,650M,DMS,1,0.42,2.1891892109199405,1.6654342580040817,0.35520926235343897
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,650M,DMS,2,0.0,2.645965040179857,2.50416673478299,0.0
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,650M,CBGE,1,0.4,2.1891892109199405,1.6654342580040817,0.3365045211129379
FYN|dataset0631|dataset0629,FYN,dataset0631,dataset0629,650M,CBGE,2,0.44,2.645965040179857,2.50416673478299,0.4264764448990187
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,650M,DMS,1,0.29,2.766426517658471,2.3010857006869627,0.2535894026706665
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,650M,DMS,2,0.0,2.1090936185730627,2.037977893137254,0.0
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,650M,CBGE,1,0.0,2.766426517658471,2.3010857006869627,0.0
FYN|dataset0631|dataset0627,FYN,dataset0631,dataset0627,650M,CBGE,2,0.025,2.1090936185730627,2.037977893137254,0.024177415236562035
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,DMS,1,0.655,2.923675298759492,2.872807457949986,0.6510230307634467
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,DMS,2,0.43,2.6629327131687464,3.0932434846372545,0.4670331518403624
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,DMS,3,0.795,2.4826588287162292,3.0559468826386884,0.8267965200868075
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,CBGE,1,0.895,2.923675298759492,2.872807457949986,0.8933391040437454
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,CBGE,2,0.84,2.6629327131687464,3.0932434846372545,0.8591224332053828
RASGRP1|dataset1562|dataset1558,RASGRP1,dataset1562,dataset1558,650M,CBGE,3,0.36,2.4826588287162292,3.0559468826386884,0.4091199251190986
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,DMS,1,0.665,2.7073590211291414,2.8909021244712423,0.6794513308142088
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,DMS,2,0.445,2.8629883753602634,2.881806330104834,0.4466185920764764
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,DMS,3,0.515,2.7305050747526343,3.3488008788273085,0.5656521846867077
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,DMS,4,0.795,2.3165574002933855,3.039323871048693,0.8357424695301087
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,CBGE,1,1.0,2.7073590211291414,2.8909021244712423,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,CBGE,2,1.0,2.8629883753602634,2.881806330104834,1.0
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,CBGE,3,0.945,2.7305050747526343,3.3488008788273085,0.954694695509544
RASGRP1|dataset1562|dataset1559,RASGRP1,dataset1562,dataset1559,650M,CBGE,4,0.885,2.3165574002933855,3.039323871048693,0.9098830982537757
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,DMS,1,0.515,2.750005664431141,3.021360755839691,0.538454497797244
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,DMS,2,0.39,2.6765432620654437,2.704230207926612,0.3924510190561477
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,DMS,3,0.795,2.5418982055046624,3.425792340029938,0.8393977411933428
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,DMS,4,0.445,2.8992821236429442,3.097223794622864,0.461364463361253
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,CBGE,1,0.885,2.750005664431141,3.021360755839691,0.8942360312973612
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,CBGE,2,0.885,2.6765432620654437,2.704230207926612,0.8860432398029594
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,CBGE,3,0.8250000000000001,2.5418982055046624,3.425792340029938,0.8640118895019587
RASGRP1|dataset1562|dataset1560,RASGRP1,dataset1562,dataset1560,650M,CBGE,4,0.77,2.8992821236429442,3.097223794622864,0.7814872045012377
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,DMS,1,0.445,2.4870372048103278,2.617500168391925,0.4576600825980497
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,DMS,2,0.495,2.67062202387479,3.2005173211773266,0.5401633757788804
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,DMS,3,0.665,2.8110354595450753,3.0666118624522736,0.6840996820519398
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,DMS,4,0.495,2.91545258100028,3.370264078953209,0.5312007493945554
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,CBGE,1,0.355,2.4870372048103278,2.617500168391925,0.36679179297281006
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,CBGE,2,0.77,2.67062202387479,3.2005173211773266,0.8004824254838506
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,CBGE,3,0.8250000000000001,2.8110354595450753,3.0666118624522736,0.8372105345033204
RASGRP1|dataset1562|dataset1561,RASGRP1,dataset1562,dataset1561,650M,CBGE,4,0.885,2.91545258100028,3.370264078953209,0.8989508703081696
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,650M,DMS,1,0.0,4.661970243520356,3.0207446802966897,0.0
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,650M,DMS,2,0.0,2.4467248196339537,2.130672239330144,0.0
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,650M,CBGE,1,0.875,4.661970243520356,3.0207446802966897,0.8193537728426522
VAV1|dataset2065|dataset2063,VAV1,dataset2065,dataset2063,650M,CBGE,2,0.19,2.4467248196339537,2.130672239330144,0.16961997524335193
