gene,model,fold,weight_second,train_auc_at_selected_weight,test_auc_at_selected_weight,n_train,n_test,n_test_pathogenic,n_test_benign
ADGRG1,ESM-2 150M + CaLM,4,0.12,0.8857142857142857,0.75,17,4,2,2
ADGRG1,ESM-2 150M + CaLM,5,0.0,0.8714285714285714,0.75,17,4,2,2
ADGRG1,ESM-1b 650M + CaLM,1,0.93,0.9206349206349206,0.5,16,5,2,3
ADGRG1,ESM-1b 650M + CaLM,2,0.93,0.8472222222222222,1.0,17,4,1,3
ADGRG1,ESM-1b 650M + CaLM,3,0.22,0.8428571428571429,0.5,17,4,2,2
ADGRG1,ESM-1b 650M + CaLM,4,0.0,0.7428571428571429,0.75,17,4,2,2
ADGRG1,ESM-1b 650M + CaLM,5,0.87,0.8,0.75,17,4,2,2
AFG3L2,ESM-2 150M + 650M,1,0.84,0.8,0.875,21,6,4,2
AFG3L2,ESM-2 150M + 650M,2,0.84,0.75,1.0,21,6,4,2
AFG3L2,ESM-2 150M + 650M,3,0.91,0.84375,0.75,22,5,4,1
AFG3L2,ESM-2 150M + 650M,4,0.91,0.84375,0.5,22,5,4,1
AFG3L2,ESM-2 150M + 650M,5,0.91,0.8229166666666666,0.75,22,5,4,1
AFG3L2,ESM-2 650M + ESM-1b 650M,1,0.42,0.8875,1.0,21,6,4,2
AFG3L2,ESM-2 650M + ESM-1b 650M,2,0.59,0.9125,1.0,21,6,4,2
AFG3L2,ESM-2 650M + ESM-1b 650M,3,0.72,0.9166666666666666,1.0,22,5,4,1
AFG3L2,ESM-2 650M + ESM-1b 650M,4,0.59,0.8854166666666666,1.0,22,5,4,1
AFG3L2,ESM-2 650M + ESM-1b 650M,5,0.59,0.9791666666666666,0.5,22,5,4,1
AFG3L2,ESM-2 650M + CaLM,1,0.97,0.975,0.75,21,6,4,2
AFG3L2,ESM-2 650M + CaLM,2,0.6,0.8625,0.875,21,6,4,2
AFG3L2,ESM-2 650M + CaLM,3,0.84,0.8854166666666666,1.0,22,5,4,1
AFG3L2,ESM-2 650M + CaLM,4,0.7000000000000001,0.9270833333333334,0.75,22,5,4,1
AFG3L2,ESM-2 650M + CaLM,5,0.84,0.875,1.0,22,5,4,1
AFG3L2,ESM-2 150M + CaLM,1,0.99,0.8875,0.875,21,6,4,2
AFG3L2,ESM-2 150M + CaLM,2,0.99,0.8375,1.0,21,6,4,2
AFG3L2,ESM-2 150M + CaLM,3,0.99,0.8958333333333334,1.0,22,5,4,1
AFG3L2,ESM-2 150M + CaLM,4,0.84,0.8645833333333334,1.0,22,5,4,1
AFG3L2,ESM-2 150M + CaLM,5,0.81,0.9270833333333334,0.75,22,5,4,1
AFG3L2,ESM-1b 650M + CaLM,1,0.25,0.925,1.0,21,6,4,2
AFG3L2,ESM-1b 650M + CaLM,2,0.5,0.925,1.0,21,6,4,2
AFG3L2,ESM-1b 650M + CaLM,3,0.5,0.9375,1.0,22,5,4,1
AFG3L2,ESM-1b 650M + CaLM,4,0.5,0.9895833333333334,0.75,22,5,4,1
AFG3L2,ESM-1b 650M + CaLM,5,0.56,0.96875,0.75,22,5,4,1
AIFM1,ESM-2 150M + 650M,1,0.87,0.9513888888888888,1.0,24,7,4,3
AIFM1,ESM-2 150M + 650M,2,0.6900000000000001,0.9102564102564102,1.0,25,6,3,3
AIFM1,ESM-2 150M + 650M,3,0.87,0.8910256410256411,1.0,25,6,3,3
AIFM1,ESM-2 150M + 650M,4,0.87,0.903846153846154,1.0,25,6,3,3
AIFM1,ESM-2 150M + 650M,5,0.9,0.9102564102564102,0.6666666666666666,25,6,3,3
AIFM1,ESM-2 650M + ESM-1b 650M,1,0.0,0.9097222222222222,0.9166666666666666,24,7,4,3
AIFM1,ESM-2 650M + ESM-1b 650M,2,0.07,0.9423076923076924,0.7777777777777778,25,6,3,3
AIFM1,ESM-2 650M + ESM-1b 650M,3,0.0,0.8974358974358975,1.0,25,6,3,3
AIFM1,ESM-2 650M + ESM-1b 650M,4,0.0,0.9166666666666666,0.8888888888888888,25,6,3,3
AIFM1,ESM-2 650M + ESM-1b 650M,5,0.0,0.8910256410256411,1.0,25,6,3,3
AIFM1,ESM-2 650M + CaLM,1,0.02,0.8958333333333334,1.0,24,7,4,3
AIFM1,ESM-2 650M + CaLM,2,0.0,0.8846153846153846,1.0,25,6,3,3
AIFM1,ESM-2 650M + CaLM,3,0.27,0.8782051282051282,1.0,25,6,3,3
AIFM1,ESM-2 650M + CaLM,4,0.0,0.9807692307692308,0.5555555555555556,25,6,3,3
AIFM1,ESM-2 650M + CaLM,5,0.2,0.9166666666666666,0.8888888888888888,25,6,3,3
AIFM1,ESM-2 150M + CaLM,1,0.71,0.8055555555555556,1.0,24,7,4,3
AIFM1,ESM-2 150M + CaLM,2,0.77,0.8910256410256411,0.6666666666666666,25,6,3,3
AIFM1,ESM-2 150M + CaLM,3,0.32,0.8525641025641025,0.6666666666666666,25,6,3,3
AIFM1,ESM-2 150M + CaLM,4,0.77,0.8333333333333334,1.0,25,6,3,3
AIFM1,ESM-2 150M + CaLM,5,0.71,0.8846153846153846,0.6666666666666666,25,6,3,3
AIFM1,ESM-1b 650M + CaLM,1,0.64,0.8888888888888888,0.75,24,7,4,3
AIFM1,ESM-1b 650M + CaLM,2,0.51,0.8589743589743589,0.8888888888888888,25,6,3,3
AIFM1,ESM-1b 650M + CaLM,3,0.56,0.8589743589743589,0.8888888888888888,25,6,3,3
AIFM1,ESM-1b 650M + CaLM,4,0.9,0.8846153846153846,0.7777777777777778,25,6,3,3
AIFM1,ESM-1b 650M + CaLM,5,0.56,0.8653846153846154,0.7777777777777778,25,6,3,3
AIRE,ESM-2 150M + 650M,1,0.66,0.98125,1.0,28,8,5,3
AIRE,ESM-2 150M + 650M,2,1.0,0.9833333333333332,1.0,29,7,5,2
AIRE,ESM-2 150M + 650M,3,1.0,0.9722222222222222,1.0,29,7,5,2
AIRE,ESM-2 150M + 650M,4,1.0,0.9722222222222222,1.0,29,7,5,2
AIRE,ESM-2 150M + 650M,5,0.63,0.9944444444444444,1.0,29,7,5,2
AIRE,ESM-2 650M + ESM-1b 650M,1,0.45,1.0,0.9333333333333332,28,8,5,3
AIRE,ESM-2 650M + ESM-1b 650M,2,0.05,0.9888888888888888,1.0,29,7,5,2
AIRE,ESM-2 650M + ESM-1b 650M,3,0.04,0.9944444444444444,1.0,29,7,5,2
AIRE,ESM-2 650M + ESM-1b 650M,4,0.09,1.0,1.0,29,7,5,2
AIRE,ESM-2 650M + ESM-1b 650M,5,0.09,0.9888888888888888,1.0,29,7,5,2
AIRE,ESM-2 650M + CaLM,1,0.0,0.975,1.0,28,8,5,3
AIRE,ESM-2 650M + CaLM,2,0.0,0.9666666666666668,1.0,29,7,5,2
AIRE,ESM-2 650M + CaLM,3,0.0,0.9888888888888888,0.9,29,7,5,2
AIRE,ESM-2 650M + CaLM,4,0.0,0.9722222222222222,1.0,29,7,5,2
AIRE,ESM-2 650M + CaLM,5,0.0,0.9888888888888888,1.0,29,7,5,2
AIRE,ESM-2 150M + CaLM,1,0.68,0.85,0.4666666666666667,28,8,5,3
AIRE,ESM-2 150M + CaLM,2,0.68,0.7722222222222223,0.8,29,7,5,2
AIRE,ESM-2 150M + CaLM,3,0.68,0.7166666666666667,1.0,29,7,5,2
AIRE,ESM-2 150M + CaLM,4,0.67,0.7611111111111111,0.9,29,7,5,2
AIRE,ESM-2 150M + CaLM,5,0.68,0.7944444444444444,0.8,29,7,5,2
AIRE,ESM-1b 650M + CaLM,1,0.36,0.9875,1.0,28,8,5,3
AIRE,ESM-1b 650M + CaLM,2,0.56,0.9888888888888888,0.9,29,7,5,2
AIRE,ESM-1b 650M + CaLM,3,0.41,0.9777777777777776,1.0,29,7,5,2
AIRE,ESM-1b 650M + CaLM,4,0.5,0.9666666666666668,1.0,29,7,5,2
AIRE,ESM-1b 650M + CaLM,5,0.0,0.9888888888888888,1.0,29,7,5,2
AK2,ESM-2 150M + 650M,1,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + 650M,2,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + 650M,3,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + 650M,4,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + 650M,5,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + CaLM,1,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + CaLM,2,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + CaLM,3,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + CaLM,4,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 650M + CaLM,5,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + CaLM,1,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + CaLM,2,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + CaLM,3,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + CaLM,4,0.0,1.0,1.0,8,2,1,1
AK2,ESM-2 150M + CaLM,5,0.0,1.0,1.0,8,2,1,1
AK2,ESM-1b 650M + CaLM,1,0.46,1.0,1.0,8,2,1,1
AK2,ESM-1b 650M + CaLM,2,0.46,1.0,1.0,8,2,1,1
AK2,ESM-1b 650M + CaLM,3,0.46,1.0,1.0,8,2,1,1
AK2,ESM-1b 650M + CaLM,4,0.46,1.0,1.0,8,2,1,1
AK2,ESM-1b 650M + CaLM,5,0.0,1.0,0.0,8,2,1,1
ALAS2,ESM-2 150M + 650M,1,0.98,0.7083333333333334,0.8333333333333334,16,5,3,2
ALAS2,ESM-2 150M + 650M,2,0.97,0.8166666666666667,0.3333333333333333,17,4,3,1
ALAS2,ESM-2 150M + 650M,3,0.86,0.75,0.6666666666666666,17,4,3,1
ALAS2,ESM-2 150M + 650M,4,0.98,0.6666666666666666,1.0,17,4,3,1
ALAS2,ESM-2 150M + 650M,5,0.98,0.7,1.0,17,4,3,1
ALAS2,ESM-2 650M + ESM-1b 650M,1,0.5700000000000001,0.9375,1.0,16,5,3,2
ALAS2,ESM-2 650M + ESM-1b 650M,2,0.89,0.9333333333333332,1.0,17,4,3,1
ALAS2,ESM-2 650M + ESM-1b 650M,3,0.8200000000000001,0.9333333333333332,1.0,17,4,3,1
ALAS2,ESM-2 650M + ESM-1b 650M,4,0.89,1.0,0.6666666666666666,17,4,3,1
ALAS2,ESM-2 650M + ESM-1b 650M,5,0.89,0.9166666666666666,1.0,17,4,3,1
ALAS2,ESM-2 650M + CaLM,1,0.72,0.8541666666666666,0.6666666666666666,16,5,3,2
ALAS2,ESM-2 650M + CaLM,2,0.72,0.8166666666666667,1.0,17,4,3,1
ALAS2,ESM-2 650M + CaLM,3,0.34,0.8833333333333333,0.3333333333333333,17,4,3,1
ALAS2,ESM-2 650M + CaLM,4,0.45,0.8,1.0,17,4,3,1
ALAS2,ESM-2 650M + CaLM,5,0.71,0.7833333333333333,1.0,17,4,3,1
ALAS2,ESM-2 150M + CaLM,1,0.56,0.8958333333333334,0.6666666666666666,16,5,3,2
ALAS2,ESM-2 150M + CaLM,2,0.59,0.8,1.0,17,4,3,1
ALAS2,ESM-2 150M + CaLM,3,0.59,0.85,1.0,17,4,3,1
ALAS2,ESM-2 150M + CaLM,4,0.59,0.8166666666666667,1.0,17,4,3,1
ALAS2,ESM-2 150M + CaLM,5,0.38,0.8666666666666667,0.3333333333333333,17,4,3,1
ALAS2,ESM-1b 650M + CaLM,1,0.0,1.0,0.6666666666666666,16,5,3,2
ALAS2,ESM-1b 650M + CaLM,2,0.61,0.9666666666666668,0.6666666666666666,17,4,3,1
ALAS2,ESM-1b 650M + CaLM,3,0.0,0.9166666666666666,1.0,17,4,3,1
ALAS2,ESM-1b 650M + CaLM,4,0.19,0.95,1.0,17,4,3,1
ALAS2,ESM-1b 650M + CaLM,5,0.0,0.9333333333333332,1.0,17,4,3,1
ALDH18A1,ESM-2 150M + 650M,1,0.6,0.7946428571428571,0.75,22,6,4,2
ALDH18A1,ESM-2 150M + 650M,2,0.7000000000000001,0.8035714285714286,0.875,22,6,4,2
ALDH18A1,ESM-2 150M + 650M,3,0.08,0.7678571428571429,0.75,22,6,4,2
ALDH18A1,ESM-2 150M + 650M,4,0.6,0.7916666666666666,0.6666666666666666,23,5,3,2
ALDH18A1,ESM-2 150M + 650M,5,0.6,0.8333333333333334,0.5,23,5,3,2
ALDH18A1,ESM-2 650M + ESM-1b 650M,1,0.94,0.9642857142857144,0.875,22,6,4,2
ALDH18A1,ESM-2 650M + ESM-1b 650M,2,0.94,0.9553571428571428,0.875,22,6,4,2
ALDH18A1,ESM-2 650M + ESM-1b 650M,3,0.73,0.9375,1.0,22,6,4,2
ALDH18A1,ESM-2 650M + ESM-1b 650M,4,0.94,0.9166666666666666,1.0,23,5,3,2
ALDH18A1,ESM-2 650M + ESM-1b 650M,5,0.72,0.95,1.0,23,5,3,2
ALDH18A1,ESM-2 650M + CaLM,1,0.37,0.8303571428571429,1.0,22,6,4,2
ALDH18A1,ESM-2 650M + CaLM,2,0.44,0.8303571428571429,0.625,22,6,4,2
ALDH18A1,ESM-2 650M + CaLM,3,0.15,0.8392857142857143,0.5,22,6,4,2
ALDH18A1,ESM-2 650M + CaLM,4,0.37,0.7833333333333333,1.0,23,5,3,2
ALDH18A1,ESM-2 650M + CaLM,5,0.15,0.75,1.0,23,5,3,2
ALDH18A1,ESM-2 150M + CaLM,1,0.85,0.75,0.75,22,6,4,2
ALDH18A1,ESM-2 150M + CaLM,2,0.64,0.8303571428571429,0.5,22,6,4,2
ALDH18A1,ESM-2 150M + CaLM,3,0.08,0.7589285714285714,0.875,22,6,4,2
ALDH18A1,ESM-2 150M + CaLM,4,0.14,0.8166666666666667,0.5,23,5,3,2
ALDH18A1,ESM-2 150M + CaLM,5,0.22,0.7833333333333333,1.0,23,5,3,2
ALDH18A1,ESM-1b 650M + CaLM,1,0.0,0.9553571428571428,1.0,22,6,4,2
ALDH18A1,ESM-1b 650M + CaLM,2,0.0,0.9464285714285714,0.875,22,6,4,2
ALDH18A1,ESM-1b 650M + CaLM,3,0.0,0.9107142857142856,1.0,22,6,4,2
ALDH18A1,ESM-1b 650M + CaLM,4,0.0,0.9083333333333332,1.0,23,5,3,2
ALDH18A1,ESM-1b 650M + CaLM,5,0.0,0.9666666666666668,0.6666666666666666,23,5,3,2
ALDH3A2,ESM-2 150M + 650M,1,0.0,1.0,1.0,20,6,4,2
ALDH3A2,ESM-2 150M + 650M,2,0.0,1.0,1.0,21,5,3,2
ALDH3A2,ESM-2 150M + 650M,3,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 150M + 650M,4,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 150M + 650M,5,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + ESM-1b 650M,1,0.1,1.0,1.0,20,6,4,2
ALDH3A2,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,21,5,3,2
ALDH3A2,ESM-2 650M + ESM-1b 650M,3,0.1,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + ESM-1b 650M,4,0.1,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + ESM-1b 650M,5,0.09,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + CaLM,1,0.19,0.9866666666666668,1.0,20,6,4,2
ALDH3A2,ESM-2 650M + CaLM,2,0.19,1.0,1.0,21,5,3,2
ALDH3A2,ESM-2 650M + CaLM,3,0.19,0.9888888888888888,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + CaLM,4,0.19,0.9888888888888888,1.0,21,5,4,1
ALDH3A2,ESM-2 650M + CaLM,5,0.02,1.0,0.75,21,5,4,1
ALDH3A2,ESM-2 150M + CaLM,1,0.0,1.0,1.0,20,6,4,2
ALDH3A2,ESM-2 150M + CaLM,2,0.0,1.0,1.0,21,5,3,2
ALDH3A2,ESM-2 150M + CaLM,3,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 150M + CaLM,4,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-2 150M + CaLM,5,0.0,1.0,1.0,21,5,4,1
ALDH3A2,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,20,6,4,2
ALDH3A2,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,21,5,3,2
ALDH3A2,ESM-1b 650M + CaLM,3,0.04,1.0,1.0,21,5,4,1
ALDH3A2,ESM-1b 650M + CaLM,4,0.04,1.0,1.0,21,5,4,1
ALDH3A2,ESM-1b 650M + CaLM,5,0.04,1.0,1.0,21,5,4,1
ALDH5A1,ESM-2 150M + 650M,1,0.91,0.9605263157894736,1.0,42,11,9,2
ALDH5A1,ESM-2 150M + 650M,2,0.45,0.9675675675675676,1.0,42,11,10,1
ALDH5A1,ESM-2 150M + 650M,3,0.91,0.9783783783783784,1.0,42,11,10,1
ALDH5A1,ESM-2 150M + 650M,4,0.65,0.9894736842105264,0.7777777777777778,43,10,9,1
ALDH5A1,ESM-2 150M + 650M,5,0.16,0.9842105263157894,1.0,43,10,9,1
ALDH5A1,ESM-2 650M + ESM-1b 650M,1,0.41,1.0,1.0,42,11,9,2
ALDH5A1,ESM-2 650M + ESM-1b 650M,2,0.07,1.0,0.9,42,11,10,1
ALDH5A1,ESM-2 650M + ESM-1b 650M,3,0.41,1.0,1.0,42,11,10,1
ALDH5A1,ESM-2 650M + ESM-1b 650M,4,0.41,1.0,1.0,43,10,9,1
ALDH5A1,ESM-2 650M + ESM-1b 650M,5,0.41,1.0,1.0,43,10,9,1
ALDH5A1,ESM-2 650M + CaLM,1,0.59,0.986842105263158,1.0,42,11,9,2
ALDH5A1,ESM-2 650M + CaLM,2,0.32,0.9891891891891892,1.0,42,11,10,1
ALDH5A1,ESM-2 650M + CaLM,3,0.32,0.9837837837837838,1.0,42,11,10,1
ALDH5A1,ESM-2 650M + CaLM,4,0.32,0.9947368421052633,1.0,43,10,9,1
ALDH5A1,ESM-2 650M + CaLM,5,0.28,1.0,0.8888888888888888,43,10,9,1
ALDH5A1,ESM-2 150M + CaLM,1,0.79,0.9605263157894736,1.0,42,11,9,2
ALDH5A1,ESM-2 150M + CaLM,2,0.79,0.945945945945946,1.0,42,11,10,1
ALDH5A1,ESM-2 150M + CaLM,3,0.79,0.972972972972973,0.9,42,11,10,1
ALDH5A1,ESM-2 150M + CaLM,4,0.27,0.9842105263157894,0.4444444444444444,43,10,9,1
ALDH5A1,ESM-2 150M + CaLM,5,0.4,0.9473684210526316,1.0,43,10,9,1
ALDH5A1,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,42,11,9,2
ALDH5A1,ESM-1b 650M + CaLM,2,0.01,1.0,1.0,42,11,10,1
ALDH5A1,ESM-1b 650M + CaLM,3,0.01,1.0,1.0,42,11,10,1
ALDH5A1,ESM-1b 650M + CaLM,4,0.01,1.0,1.0,43,10,9,1
ALDH5A1,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,43,10,9,1
ALG1,ESM-2 150M + 650M,1,0.0,1.0,0.6666666666666666,20,5,3,2
ALG1,ESM-2 150M + 650M,2,0.05,0.9479166666666666,1.0,20,5,3,2
ALG1,ESM-2 150M + 650M,3,0.05,0.9375,1.0,20,5,3,2
ALG1,ESM-2 150M + 650M,4,0.03,0.9479166666666666,1.0,20,5,3,2
ALG1,ESM-2 150M + 650M,5,0.05,0.9583333333333334,1.0,20,5,3,2
ALG1,ESM-2 650M + ESM-1b 650M,1,0.43,0.9791666666666666,0.6666666666666666,20,5,3,2
ALG1,ESM-2 650M + ESM-1b 650M,2,0.01,0.96875,1.0,20,5,3,2
ALG1,ESM-2 650M + ESM-1b 650M,3,0.76,0.9479166666666666,0.8333333333333334,20,5,3,2
ALG1,ESM-2 650M + ESM-1b 650M,4,0.0,0.9479166666666666,0.8333333333333334,20,5,3,2
ALG1,ESM-2 650M + ESM-1b 650M,5,0.5700000000000001,0.9375,1.0,20,5,3,2
ALG1,ESM-2 650M + CaLM,1,0.26,1.0,0.8333333333333334,20,5,3,2
ALG1,ESM-2 650M + CaLM,2,0.47,0.9895833333333334,1.0,20,5,3,2
ALG1,ESM-2 650M + CaLM,3,0.32,0.9895833333333334,1.0,20,5,3,2
ALG1,ESM-2 650M + CaLM,4,0.47,0.9791666666666666,1.0,20,5,3,2
ALG1,ESM-2 650M + CaLM,5,0.47,0.9791666666666666,1.0,20,5,3,2
ALG1,ESM-2 150M + CaLM,1,0.07,0.9375,1.0,20,5,3,2
ALG1,ESM-2 150M + CaLM,2,0.07,0.96875,1.0,20,5,3,2
ALG1,ESM-2 150M + CaLM,3,0.0,1.0,0.6666666666666666,20,5,3,2
ALG1,ESM-2 150M + CaLM,4,0.05,0.9375,1.0,20,5,3,2
ALG1,ESM-2 150M + CaLM,5,0.74,0.9791666666666666,0.8333333333333334,20,5,3,2
ALG1,ESM-1b 650M + CaLM,1,0.46,0.9895833333333334,0.8333333333333334,20,5,3,2
ALG1,ESM-1b 650M + CaLM,2,0.35,0.96875,0.6666666666666666,20,5,3,2
ALG1,ESM-1b 650M + CaLM,3,0.56,0.9375,1.0,20,5,3,2
ALG1,ESM-1b 650M + CaLM,4,0.56,0.9375,1.0,20,5,3,2
ALG1,ESM-1b 650M + CaLM,5,0.56,0.9270833333333334,1.0,20,5,3,2
ALOXE3,ESM-2 150M + 650M,1,1.0,0.875,1.0,8,3,1,2
ALOXE3,ESM-2 150M + 650M,2,0.25,0.85,1.0,9,2,1,1
ALOXE3,ESM-2 150M + 650M,3,1.0,0.9,1.0,9,2,1,1
ALOXE3,ESM-2 150M + 650M,4,0.74,0.95,1.0,9,2,1,1
ALOXE3,ESM-2 150M + 650M,5,1.0,0.95,1.0,9,2,1,1
ALOXE3,ESM-2 650M + ESM-1b 650M,1,0.47,0.875,1.0,8,3,1,2
ALOXE3,ESM-2 650M + ESM-1b 650M,2,0.47,0.9,1.0,9,2,1,1
ALOXE3,ESM-2 650M + ESM-1b 650M,3,0.47,0.9,1.0,9,2,1,1
ALOXE3,ESM-2 650M + ESM-1b 650M,4,0.0,0.95,1.0,9,2,1,1
ALOXE3,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,0.0,9,2,1,1
ALOXE3,ESM-2 650M + CaLM,1,0.49,1.0,1.0,8,3,1,2
ALOXE3,ESM-2 650M + CaLM,2,0.4,1.0,1.0,9,2,1,1
ALOXE3,ESM-2 650M + CaLM,3,0.49,1.0,1.0,9,2,1,1
ALOXE3,ESM-2 650M + CaLM,4,0.49,1.0,1.0,9,2,1,1
ALOXE3,ESM-2 650M + CaLM,5,0.38,1.0,1.0,9,2,1,1
ALOXE3,ESM-2 150M + CaLM,1,0.64,0.75,1.0,8,3,1,2
ALOXE3,ESM-2 150M + CaLM,2,0.58,0.95,0.0,9,2,1,1
ALOXE3,ESM-2 150M + CaLM,3,0.64,0.75,1.0,9,2,1,1
ALOXE3,ESM-2 150M + CaLM,4,0.46,0.75,1.0,9,2,1,1
ALOXE3,ESM-2 150M + CaLM,5,0.64,0.9,0.0,9,2,1,1
ALOXE3,ESM-1b 650M + CaLM,1,0.0,1.0,0.5,8,3,1,2
ALOXE3,ESM-1b 650M + CaLM,2,0.38,1.0,1.0,9,2,1,1
ALOXE3,ESM-1b 650M + CaLM,3,0.38,1.0,1.0,9,2,1,1
ALOXE3,ESM-1b 650M + CaLM,4,0.38,1.0,1.0,9,2,1,1
ALOXE3,ESM-1b 650M + CaLM,5,0.38,1.0,1.0,9,2,1,1
AMHR2,ESM-2 150M + 650M,1,0.09,0.75,1.0,10,3,1,2
AMHR2,ESM-2 150M + 650M,2,0.67,0.8,1.0,10,3,2,1
AMHR2,ESM-2 150M + 650M,3,0.0,1.0,0.0,10,3,2,1
AMHR2,ESM-2 150M + 650M,4,0.67,0.8,1.0,11,2,1,1
AMHR2,ESM-2 150M + 650M,5,0.67,0.8,1.0,11,2,1,1
AMHR2,ESM-2 650M + ESM-1b 650M,1,0.7000000000000001,1.0,1.0,10,3,1,2
AMHR2,ESM-2 650M + ESM-1b 650M,2,0.7000000000000001,0.84,1.0,10,3,2,1
AMHR2,ESM-2 650M + ESM-1b 650M,3,0.0,0.96,0.5,10,3,2,1
AMHR2,ESM-2 650M + ESM-1b 650M,4,0.7000000000000001,0.8666666666666667,1.0,11,2,1,1
AMHR2,ESM-2 650M + ESM-1b 650M,5,0.7000000000000001,0.9,1.0,11,2,1,1
AMHR2,ESM-2 650M + CaLM,1,0.0,0.75,1.0,10,3,1,2
AMHR2,ESM-2 650M + CaLM,2,0.0,1.0,0.0,10,3,2,1
AMHR2,ESM-2 650M + CaLM,3,0.0,0.8,1.0,10,3,2,1
AMHR2,ESM-2 650M + CaLM,4,0.0,0.8,1.0,11,2,1,1
AMHR2,ESM-2 650M + CaLM,5,0.34,0.8333333333333334,1.0,11,2,1,1
AMHR2,ESM-2 150M + CaLM,1,0.54,0.875,0.0,10,3,1,2
AMHR2,ESM-2 150M + CaLM,2,0.0,0.72,1.0,10,3,2,1
AMHR2,ESM-2 150M + CaLM,3,0.17,0.76,1.0,10,3,2,1
AMHR2,ESM-2 150M + CaLM,4,0.17,0.7666666666666667,1.0,11,2,1,1
AMHR2,ESM-2 150M + CaLM,5,0.17,0.9333333333333332,0.0,11,2,1,1
AMHR2,ESM-1b 650M + CaLM,1,0.0,1.0,0.5,10,3,1,2
AMHR2,ESM-1b 650M + CaLM,2,0.0,0.88,1.0,10,3,2,1
AMHR2,ESM-1b 650M + CaLM,3,0.0,0.92,1.0,10,3,2,1
AMHR2,ESM-1b 650M + CaLM,4,0.0,0.8666666666666667,1.0,11,2,1,1
AMHR2,ESM-1b 650M + CaLM,5,0.08,0.9,1.0,11,2,1,1
ANO3,ESM-2 150M + 650M,1,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + 650M,2,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + 650M,3,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + 650M,4,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + 650M,5,0.0,1.0,1.0,12,2,1,1
ANO3,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,12,2,1,1
ANO3,ESM-2 650M + CaLM,1,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + CaLM,2,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + CaLM,3,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + CaLM,4,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 650M + CaLM,5,0.0,1.0,1.0,12,2,1,1
ANO3,ESM-2 150M + CaLM,1,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + CaLM,2,0.0,1.0,1.0,11,3,1,2
ANO3,ESM-2 150M + CaLM,3,0.0,1.0,1.0,11,3,1,2
