gene,model,fold,weight_second,train_auc_at_selected_weight,test_auc_at_selected_weight,n_train,n_test,n_test_pathogenic,n_test_benign
EEF1A2,ESM-2 150M + 650M,2,0.98,0.6857142857142857,0.8,27,7,5,2
EEF1A2,ESM-2 150M + 650M,3,0.96,0.7,0.8,27,7,5,2
EEF1A2,ESM-2 150M + 650M,4,0.94,0.7357142857142858,0.6,27,7,5,2
EEF1A2,ESM-2 150M + 650M,5,0.98,0.69375,0.8,28,6,5,1
EEF1A2,ESM-2 650M + ESM-1b 650M,1,0.55,0.7785714285714286,0.9,27,7,5,2
EEF1A2,ESM-2 650M + ESM-1b 650M,2,0.32,0.7928571428571428,0.6,27,7,5,2
EEF1A2,ESM-2 650M + ESM-1b 650M,3,0.55,0.7214285714285714,1.0,27,7,5,2
EEF1A2,ESM-2 650M + ESM-1b 650M,4,0.37,0.8642857142857143,0.4,27,7,5,2
EEF1A2,ESM-2 650M + ESM-1b 650M,5,0.63,0.7875,0.8,28,6,5,1
EEF1A2,ESM-2 650M + CaLM,1,0.0,0.7214285714285714,0.7,27,7,5,2
EEF1A2,ESM-2 650M + CaLM,2,0.0,0.7214285714285714,0.7,27,7,5,2
EEF1A2,ESM-2 650M + CaLM,3,0.93,0.7928571428571428,0.3,27,7,5,2
EEF1A2,ESM-2 650M + CaLM,4,0.64,0.75,0.4,27,7,5,2
EEF1A2,ESM-2 650M + CaLM,5,0.0,0.7125,0.8,28,6,5,1
EEF1A2,ESM-2 150M + CaLM,1,0.91,0.8,0.3,27,7,5,2
EEF1A2,ESM-2 150M + CaLM,2,0.48,0.6,0.8,27,7,5,2
EEF1A2,ESM-2 150M + CaLM,3,0.73,0.6571428571428571,0.7,27,7,5,2
EEF1A2,ESM-2 150M + CaLM,4,0.95,0.5714285714285714,1.0,27,7,5,2
EEF1A2,ESM-2 150M + CaLM,5,0.95,0.7125,0.4,28,6,5,1
EEF1A2,ESM-1b 650M + CaLM,1,0.24,0.7071428571428572,0.7,27,7,5,2
EEF1A2,ESM-1b 650M + CaLM,2,0.38,0.8071428571428572,0.6,27,7,5,2
EEF1A2,ESM-1b 650M + CaLM,3,0.38,0.65,0.9,27,7,5,2
EEF1A2,ESM-1b 650M + CaLM,4,0.64,0.7571428571428571,0.5,27,7,5,2
EEF1A2,ESM-1b 650M + CaLM,5,0.38,0.7125,0.8,28,6,5,1
EFNB1,ESM-2 150M + 650M,1,0.0,1.0,1.0,14,4,2,2
EFNB1,ESM-2 150M + 650M,2,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 150M + 650M,3,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 150M + 650M,4,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 150M + 650M,5,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,14,4,2,2
EFNB1,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 650M + CaLM,1,0.0,1.0,1.0,14,4,2,2
EFNB1,ESM-2 650M + CaLM,2,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 650M + CaLM,3,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 650M + CaLM,4,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 650M + CaLM,5,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 150M + CaLM,1,0.0,1.0,1.0,14,4,2,2
EFNB1,ESM-2 150M + CaLM,2,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 150M + CaLM,3,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-2 150M + CaLM,4,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-2 150M + CaLM,5,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,14,4,2,2
EFNB1,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-1b 650M + CaLM,3,0.0,1.0,1.0,14,4,3,1
EFNB1,ESM-1b 650M + CaLM,4,0.0,1.0,1.0,15,3,2,1
EFNB1,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,15,3,2,1
EFTUD2,ESM-2 150M + 650M,1,0.0,0.9703703703703704,1.0,24,7,4,3
EFTUD2,ESM-2 150M + 650M,2,0.03,0.9722222222222222,1.0,25,6,3,3
EFTUD2,ESM-2 150M + 650M,3,0.03,0.9866666666666668,1.0,25,6,4,2
EFTUD2,ESM-2 150M + 650M,4,0.0,0.9933333333333332,0.875,25,6,4,2
EFTUD2,ESM-2 150M + 650M,5,0.31,1.0,1.0,25,6,4,2
EFTUD2,ESM-2 650M + ESM-1b 650M,1,0.61,1.0,1.0,24,7,4,3
EFTUD2,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,0.6666666666666666,25,6,3,3
EFTUD2,ESM-2 650M + ESM-1b 650M,3,0.74,1.0,1.0,25,6,4,2
EFTUD2,ESM-2 650M + ESM-1b 650M,4,0.61,0.9933333333333332,1.0,25,6,4,2
EFTUD2,ESM-2 650M + ESM-1b 650M,5,0.61,0.9933333333333332,1.0,25,6,4,2
EFTUD2,ESM-2 650M + CaLM,1,0.0,0.9407407407407408,1.0,24,7,4,3
EFTUD2,ESM-2 650M + CaLM,2,0.0,0.9444444444444444,1.0,25,6,3,3
EFTUD2,ESM-2 650M + CaLM,3,0.0,0.9333333333333332,1.0,25,6,4,2
EFTUD2,ESM-2 650M + CaLM,4,0.0,1.0,0.75,25,6,4,2
EFTUD2,ESM-2 650M + CaLM,5,0.0,0.94,1.0,25,6,4,2
EFTUD2,ESM-2 150M + CaLM,1,0.0,0.9629629629629628,1.0,24,7,4,3
EFTUD2,ESM-2 150M + CaLM,2,0.0,0.9930555555555556,1.0,25,6,3,3
EFTUD2,ESM-2 150M + CaLM,3,0.0,0.9666666666666668,1.0,25,6,4,2
EFTUD2,ESM-2 150M + CaLM,4,0.0,0.9866666666666668,0.875,25,6,4,2
EFTUD2,ESM-2 150M + CaLM,5,0.44,0.9933333333333332,0.75,25,6,4,2
EFTUD2,ESM-1b 650M + CaLM,1,0.15,1.0,1.0,24,7,4,3
EFTUD2,ESM-1b 650M + CaLM,2,0.15,1.0,1.0,25,6,3,3
EFTUD2,ESM-1b 650M + CaLM,3,0.15,1.0,1.0,25,6,4,2
EFTUD2,ESM-1b 650M + CaLM,4,0.0,1.0,1.0,25,6,4,2
EFTUD2,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,25,6,4,2
EIF2B5,ESM-2 150M + 650M,1,0.6900000000000001,1.0,1.0,28,8,6,2
EIF2B5,ESM-2 150M + 650M,2,0.6900000000000001,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 150M + 650M,3,0.5,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 150M + 650M,4,0.31,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 150M + 650M,5,0.6900000000000001,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,28,8,6,2
EIF2B5,ESM-2 650M + ESM-1b 650M,2,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + ESM-1b 650M,4,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + ESM-1b 650M,5,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + CaLM,1,0.0,1.0,1.0,28,8,6,2
EIF2B5,ESM-2 650M + CaLM,2,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + CaLM,3,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + CaLM,4,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 650M + CaLM,5,0.0,1.0,1.0,29,7,6,1
EIF2B5,ESM-2 150M + CaLM,1,0.23,0.9791666666666666,0.6666666666666666,28,8,6,2
EIF2B5,ESM-2 150M + CaLM,2,0.31,0.925,1.0,29,7,6,1
EIF2B5,ESM-2 150M + CaLM,3,0.1,0.9083333333333332,0.8333333333333334,29,7,6,1
EIF2B5,ESM-2 150M + CaLM,4,0.31,0.9,1.0,29,7,6,1
EIF2B5,ESM-2 150M + CaLM,5,0.23,0.9166666666666666,1.0,29,7,6,1
EIF2B5,ESM-1b 650M + CaLM,1,0.0,0.96875,0.75,28,8,6,2
EIF2B5,ESM-1b 650M + CaLM,2,0.29,0.9666666666666668,1.0,29,7,6,1
EIF2B5,ESM-1b 650M + CaLM,3,0.33,0.9833333333333332,0.8333333333333334,29,7,6,1
EIF2B5,ESM-1b 650M + CaLM,4,0.33,0.95,1.0,29,7,6,1
EIF2B5,ESM-1b 650M + CaLM,5,0.33,0.9666666666666668,1.0,29,7,6,1
ELAC2,ESM-2 150M + 650M,1,0.46,1.0,1.0,10,3,1,2
ELAC2,ESM-2 150M + 650M,2,0.24,1.0,1.0,10,3,1,2
ELAC2,ESM-2 150M + 650M,3,0.46,1.0,1.0,10,3,2,1
ELAC2,ESM-2 150M + 650M,4,0.46,1.0,1.0,11,2,1,1
ELAC2,ESM-2 150M + 650M,5,0.0,1.0,0.0,11,2,1,1
ELAC2,ESM-2 650M + ESM-1b 650M,1,0.0,1.0,1.0,10,3,1,2
ELAC2,ESM-2 650M + ESM-1b 650M,2,0.0,0.96,1.0,10,3,1,2
ELAC2,ESM-2 650M + ESM-1b 650M,3,0.0,1.0,1.0,10,3,2,1
ELAC2,ESM-2 650M + ESM-1b 650M,4,0.0,0.9666666666666668,1.0,11,2,1,1
ELAC2,ESM-2 650M + ESM-1b 650M,5,0.0,0.9666666666666668,1.0,11,2,1,1
ELAC2,ESM-2 650M + CaLM,1,0.0,0.96,1.0,10,3,1,2
ELAC2,ESM-2 650M + CaLM,2,0.0,1.0,1.0,10,3,1,2
ELAC2,ESM-2 650M + CaLM,3,0.0,0.9583333333333334,1.0,10,3,2,1
ELAC2,ESM-2 650M + CaLM,4,0.0,1.0,1.0,11,2,1,1
ELAC2,ESM-2 650M + CaLM,5,0.0,0.9666666666666668,1.0,11,2,1,1
ELAC2,ESM-2 150M + CaLM,1,0.31,1.0,1.0,10,3,1,2
ELAC2,ESM-2 150M + CaLM,2,0.11,0.92,1.0,10,3,1,2
ELAC2,ESM-2 150M + CaLM,3,0.31,0.9166666666666666,1.0,10,3,2,1
ELAC2,ESM-2 150M + CaLM,4,0.0,1.0,0.0,11,2,1,1
ELAC2,ESM-2 150M + CaLM,5,0.09,0.9,1.0,11,2,1,1
ELAC2,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,10,3,1,2
ELAC2,ESM-1b 650M + CaLM,2,0.0,0.88,1.0,10,3,1,2
ELAC2,ESM-1b 650M + CaLM,3,0.0,0.9166666666666666,1.0,10,3,2,1
ELAC2,ESM-1b 650M + CaLM,4,0.75,0.9333333333333332,1.0,11,2,1,1
ELAC2,ESM-1b 650M + CaLM,5,0.0,0.8666666666666667,1.0,11,2,1,1
ELANE,ESM-2 150M + 650M,1,0.85,0.972972972972973,0.9444444444444444,42,11,9,2
ELANE,ESM-2 150M + 650M,2,0.98,0.9837837837837838,1.0,42,11,9,2
ELANE,ESM-2 150M + 650M,3,0.85,0.9675925925925926,1.0,42,11,10,1
ELANE,ESM-2 150M + 650M,4,0.85,0.9684684684684683,1.0,43,10,9,1
ELANE,ESM-2 150M + 650M,5,0.85,0.990990990990991,1.0,43,10,9,1
ELANE,ESM-2 650M + ESM-1b 650M,1,0.76,0.9837837837837838,1.0,42,11,9,2
ELANE,ESM-2 650M + ESM-1b 650M,2,0.65,0.9891891891891892,0.9444444444444444,42,11,9,2
ELANE,ESM-2 650M + ESM-1b 650M,3,0.27,0.9722222222222222,1.0,42,11,10,1
ELANE,ESM-2 650M + ESM-1b 650M,4,0.27,0.972972972972973,1.0,43,10,9,1
ELANE,ESM-2 650M + ESM-1b 650M,5,0.21,0.9954954954954957,0.8888888888888888,43,10,9,1
ELANE,ESM-2 650M + CaLM,1,0.03,0.9783783783783784,1.0,42,11,9,2
ELANE,ESM-2 650M + CaLM,2,0.0,0.972972972972973,1.0,42,11,9,2
ELANE,ESM-2 650M + CaLM,3,0.03,0.9722222222222222,1.0,42,11,10,1
ELANE,ESM-2 650M + CaLM,4,0.03,0.9684684684684683,1.0,43,10,9,1
ELANE,ESM-2 650M + CaLM,5,0.0,1.0,0.8888888888888888,43,10,9,1
ELANE,ESM-2 150M + CaLM,1,0.0,0.9783783783783784,0.6111111111111112,42,11,9,2
ELANE,ESM-2 150M + CaLM,2,0.19,0.8918918918918919,1.0,42,11,9,2
ELANE,ESM-2 150M + CaLM,3,0.16,0.9166666666666666,1.0,42,11,10,1
ELANE,ESM-2 150M + CaLM,4,0.0,0.90990990990991,1.0,43,10,9,1
ELANE,ESM-2 150M + CaLM,5,0.06,0.90990990990991,1.0,43,10,9,1
ELANE,ESM-1b 650M + CaLM,1,0.0,0.9783783783783784,0.9444444444444444,42,11,9,2
ELANE,ESM-1b 650M + CaLM,2,0.17,0.9567567567567568,0.8888888888888888,42,11,9,2
ELANE,ESM-1b 650M + CaLM,3,0.0,0.9583333333333334,1.0,42,11,10,1
ELANE,ESM-1b 650M + CaLM,4,0.0,0.954954954954955,1.0,43,10,9,1
ELANE,ESM-1b 650M + CaLM,5,0.1,0.9504504504504504,1.0,43,10,9,1
ELN,ESM-2 150M + 650M,1,0.3,0.4375,0.5,8,3,1,2
ELN,ESM-2 150M + 650M,2,0.0,0.75,0.0,9,2,1,1
ELN,ESM-2 150M + 650M,3,0.0,0.6,0.0,9,2,1,1
ELN,ESM-2 150M + 650M,4,0.0,0.5,1.0,9,2,1,1
ELN,ESM-2 150M + 650M,5,0.0,0.45,1.0,9,2,1,1
ELN,ESM-2 650M + ESM-1b 650M,1,0.16,0.6875,0.5,8,3,1,2
ELN,ESM-2 650M + ESM-1b 650M,2,0.91,0.75,1.0,9,2,1,1
ELN,ESM-2 650M + ESM-1b 650M,3,0.89,0.85,0.0,9,2,1,1
ELN,ESM-2 650M + ESM-1b 650M,4,0.91,0.7,1.0,9,2,1,1
ELN,ESM-2 650M + ESM-1b 650M,5,0.91,0.6,1.0,9,2,1,1
ELN,ESM-2 650M + CaLM,1,0.0,0.3125,0.5,8,3,1,2
ELN,ESM-2 650M + CaLM,2,0.97,0.75,0.0,9,2,1,1
ELN,ESM-2 650M + CaLM,3,0.97,0.55,0.0,9,2,1,1
ELN,ESM-2 650M + CaLM,4,0.12,0.5,0.0,9,2,1,1
ELN,ESM-2 650M + CaLM,5,0.12,0.55,0.0,9,2,1,1
ELN,ESM-2 150M + CaLM,1,0.26,0.625,0.5,8,3,1,2
ELN,ESM-2 150M + CaLM,2,0.26,0.5,1.0,9,2,1,1
ELN,ESM-2 150M + CaLM,3,0.0,0.5,1.0,9,2,1,1
ELN,ESM-2 150M + CaLM,4,0.26,0.6,1.0,9,2,1,1
ELN,ESM-2 150M + CaLM,5,0.0,0.65,0.0,9,2,1,1
ELN,ESM-1b 650M + CaLM,1,0.22,0.75,0.5,8,3,1,2
ELN,ESM-1b 650M + CaLM,2,0.46,0.8,0.0,9,2,1,1
ELN,ESM-1b 650M + CaLM,3,0.08,0.7,1.0,9,2,1,1
ELN,ESM-1b 650M + CaLM,4,0.08,0.7,1.0,9,2,1,1
ELN,ESM-1b 650M + CaLM,5,0.0,0.65,1.0,9,2,1,1
EMD,ESM-2 150M + 650M,1,0.71,0.90625,1.0,12,3,1,2
EMD,ESM-2 150M + 650M,2,0.0,0.96875,0.5,12,3,1,2
EMD,ESM-2 150M + 650M,3,0.71,0.90625,1.0,12,3,1,2
EMD,ESM-2 150M + 650M,4,0.71,0.90625,1.0,12,3,1,2
EMD,ESM-2 150M + 650M,5,0.71,1.0,0.5,12,3,1,2
EMD,ESM-2 650M + ESM-1b 650M,1,0.0,0.90625,1.0,12,3,1,2
EMD,ESM-2 650M + ESM-1b 650M,2,0.0,0.96875,0.5,12,3,1,2
EMD,ESM-2 650M + ESM-1b 650M,3,0.0,0.90625,1.0,12,3,1,2
EMD,ESM-2 650M + ESM-1b 650M,4,0.0,0.96875,0.5,12,3,1,2
EMD,ESM-2 650M + ESM-1b 650M,5,0.0,0.90625,1.0,12,3,1,2
EMD,ESM-2 650M + CaLM,1,0.47,1.0,1.0,12,3,1,2
EMD,ESM-2 650M + CaLM,2,0.8,1.0,1.0,12,3,1,2
EMD,ESM-2 650M + CaLM,3,0.47,0.96875,1.0,12,3,1,2
EMD,ESM-2 650M + CaLM,4,0.8,0.96875,1.0,12,3,1,2
EMD,ESM-2 650M + CaLM,5,0.8,0.96875,1.0,12,3,1,2
EMD,ESM-2 150M + CaLM,1,0.88,1.0,1.0,12,3,1,2
EMD,ESM-2 150M + CaLM,2,0.88,0.96875,1.0,12,3,1,2
EMD,ESM-2 150M + CaLM,3,0.88,0.96875,1.0,12,3,1,2
EMD,ESM-2 150M + CaLM,4,0.45,1.0,0.5,12,3,1,2
EMD,ESM-2 150M + CaLM,5,0.88,0.96875,1.0,12,3,1,2
EMD,ESM-1b 650M + CaLM,1,0.74,0.96875,1.0,12,3,1,2
EMD,ESM-1b 650M + CaLM,2,0.74,1.0,1.0,12,3,1,2
EMD,ESM-1b 650M + CaLM,3,0.47,0.96875,1.0,12,3,1,2
EMD,ESM-1b 650M + CaLM,4,0.47,1.0,1.0,12,3,1,2
EMD,ESM-1b 650M + CaLM,5,0.74,0.96875,1.0,12,3,1,2
ENG,ESM-2 150M + 650M,1,0.9,0.8354640151515151,0.7552447552447552,136,35,13,22
ENG,ESM-2 150M + 650M,2,0.99,0.8304730983302412,0.7613636363636364,137,34,12,22
ENG,ESM-2 150M + 650M,3,0.9,0.7996289424860853,0.8977272727272727,137,34,12,22
ENG,ESM-2 150M + 650M,4,0.98,0.8147031539888683,0.8636363636363636,137,34,12,22
ENG,ESM-2 150M + 650M,5,0.9,0.8167903525046383,0.8522727272727273,137,34,12,22
ENG,ESM-2 650M + ESM-1b 650M,1,0.01,0.7973484848484849,0.9090909090909092,136,35,13,22
ENG,ESM-2 650M + ESM-1b 650M,2,0.01,0.8047309833024119,0.9053030303030304,137,34,12,22
ENG,ESM-2 650M + ESM-1b 650M,3,0.01,0.8455473098330241,0.7575757575757576,137,34,12,22
ENG,ESM-2 650M + ESM-1b 650M,4,0.1,0.8323283858998145,0.7803030303030303,137,34,12,22
ENG,ESM-2 650M + ESM-1b 650M,5,0.27,0.8202690166975881,0.8068181818181818,137,34,12,22
ENG,ESM-2 650M + CaLM,1,0.5700000000000001,0.8598484848484849,0.8426573426573427,136,35,13,22
ENG,ESM-2 650M + CaLM,2,0.53,0.8801020408163265,0.7537878787878788,137,34,12,22
ENG,ESM-2 650M + CaLM,3,0.61,0.8687384044526901,0.8068181818181818,137,34,12,22
ENG,ESM-2 650M + CaLM,4,0.6,0.8455473098330241,0.8863636363636364,137,34,12,22
ENG,ESM-2 650M + CaLM,5,0.59,0.836038961038961,0.9583333333333334,137,34,12,22
ENG,ESM-2 150M + CaLM,1,0.63,0.7677556818181818,0.8356643356643356,136,35,13,22
ENG,ESM-2 150M + CaLM,2,0.74,0.7787569573283859,0.7537878787878788,137,34,12,22
ENG,ESM-2 150M + CaLM,3,0.68,0.7757421150278293,0.7954545454545454,137,34,12,22
ENG,ESM-2 150M + CaLM,4,0.74,0.775974025974026,0.7727272727272727,137,34,12,22
ENG,ESM-2 150M + CaLM,5,0.6900000000000001,0.8038033395176253,0.6666666666666666,137,34,12,22
ENG,ESM-1b 650M + CaLM,1,0.53,0.8184185606060606,0.8006993006993007,136,35,13,22
ENG,ESM-1b 650M + CaLM,2,0.72,0.8334879406307978,0.7424242424242424,137,34,12,22
ENG,ESM-1b 650M + CaLM,3,0.65,0.8293135435992579,0.7424242424242424,137,34,12,22
ENG,ESM-1b 650M + CaLM,4,0.5700000000000001,0.7942949907235621,0.9015151515151516,137,34,12,22
ENG,ESM-1b 650M + CaLM,5,0.51,0.812152133580705,0.8181818181818182,137,34,12,22
ENPP1,ESM-2 150M + 650M,1,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + 650M,2,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + 650M,3,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + 650M,4,0.0,1.0,1.0,15,3,2,1
ENPP1,ESM-2 150M + 650M,5,0.0,1.0,1.0,15,3,2,1
ENPP1,ESM-2 650M + ESM-1b 650M,1,0.78,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-2 650M + ESM-1b 650M,2,0.78,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-2 650M + ESM-1b 650M,3,0.78,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-2 650M + ESM-1b 650M,4,0.55,1.0,1.0,15,3,2,1
ENPP1,ESM-2 650M + ESM-1b 650M,5,0.06,1.0,0.5,15,3,2,1
ENPP1,ESM-2 650M + CaLM,1,0.63,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-2 650M + CaLM,2,0.0,1.0,0.5,14,4,2,2
ENPP1,ESM-2 650M + CaLM,3,0.63,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-2 650M + CaLM,4,0.33,0.9464285714285714,1.0,15,3,2,1
ENPP1,ESM-2 650M + CaLM,5,0.19,0.9464285714285714,1.0,15,3,2,1
ENPP1,ESM-2 150M + CaLM,1,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + CaLM,2,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + CaLM,3,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-2 150M + CaLM,4,0.0,1.0,1.0,15,3,2,1
ENPP1,ESM-2 150M + CaLM,5,0.0,1.0,1.0,15,3,2,1
ENPP1,ESM-1b 650M + CaLM,1,0.29,1.0,1.0,14,4,2,2
ENPP1,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,14,4,2,2
ENPP1,ESM-1b 650M + CaLM,3,0.0,0.9791666666666666,1.0,14,4,2,2
ENPP1,ESM-1b 650M + CaLM,4,0.0,0.9821428571428572,1.0,15,3,2,1
ENPP1,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,15,3,2,1
EPHB4,ESM-2 150M + 650M,1,0.85,0.9737609329446064,0.9487179487179488,63,16,3,13
EPHB4,ESM-2 150M + 650M,2,0.35,0.9927113702623906,0.717948717948718,63,16,3,13
EPHB4,ESM-2 150M + 650M,3,1.0,0.966153846153846,1.0,63,16,4,12
EPHB4,ESM-2 150M + 650M,4,0.67,0.9492307692307692,1.0,63,16,4,12
EPHB4,ESM-2 150M + 650M,5,0.67,0.9642857142857144,0.9722222222222222,64,15,3,12
EPHB4,ESM-2 650M + ESM-1b 650M,1,0.5,0.9825072886297376,0.9743589743589745,63,16,3,13
EPHB4,ESM-2 650M + ESM-1b 650M,2,0.5,0.9752186588921284,1.0,63,16,3,13
EPHB4,ESM-2 650M + ESM-1b 650M,3,0.16,0.9923076923076924,0.8541666666666666,63,16,4,12
EPHB4,ESM-2 650M + ESM-1b 650M,4,0.5,0.9861538461538462,0.9583333333333334,63,16,4,12
EPHB4,ESM-2 650M + ESM-1b 650M,5,0.5,0.9742857142857144,1.0,64,15,3,12
EPHB4,ESM-2 650M + CaLM,1,0.48,0.9927113702623906,0.9743589743589745,63,16,3,13
EPHB4,ESM-2 650M + CaLM,2,0.55,0.9839650145772596,1.0,63,16,3,13
EPHB4,ESM-2 650M + CaLM,3,0.5,0.9769230769230768,1.0,63,16,4,12
EPHB4,ESM-2 650M + CaLM,4,0.48,0.9846153846153848,1.0,63,16,4,12
EPHB4,ESM-2 650M + CaLM,5,0.42,0.9857142857142858,1.0,64,15,3,12
EPHB4,ESM-2 150M + CaLM,1,0.56,0.9518950437317784,1.0,63,16,3,13
EPHB4,ESM-2 150M + CaLM,2,0.59,0.9533527696793004,1.0,63,16,3,13
EPHB4,ESM-2 150M + CaLM,3,0.56,0.953846153846154,1.0,63,16,4,12
EPHB4,ESM-2 150M + CaLM,4,0.59,0.9876923076923076,0.8541666666666666,63,16,4,12
EPHB4,ESM-2 150M + CaLM,5,0.25,0.9671428571428572,0.8333333333333334,64,15,3,12
EPHB4,ESM-1b 650M + CaLM,1,0.34,0.9912536443148688,1.0,63,16,3,13
EPHB4,ESM-1b 650M + CaLM,2,0.41,1.0,0.9230769230769232,63,16,3,13
EPHB4,ESM-1b 650M + CaLM,3,0.31,0.9907692307692308,1.0,63,16,4,12
EPHB4,ESM-1b 650M + CaLM,4,0.41,0.9923076923076924,1.0,63,16,4,12
EPHB4,ESM-1b 650M + CaLM,5,0.34,0.9914285714285714,1.0,64,15,3,12
ERF,ESM-2 150M + 650M,1,0.9,0.8285714285714286,1.0,12,3,1,2
ERF,ESM-2 150M + 650M,2,0.0,0.8857142857142857,0.5,12,3,1,2
ERF,ESM-2 150M + 650M,3,0.9,0.8285714285714286,1.0,12,3,1,2
ERF,ESM-2 150M + 650M,4,0.9,0.9428571428571428,0.0,12,3,1,2
ERF,ESM-2 150M + 650M,5,0.9,0.75,1.0,12,3,2,1
ERF,ESM-2 650M + ESM-1b 650M,1,0.11,1.0,1.0,12,3,1,2
ERF,ESM-2 650M + ESM-1b 650M,2,0.11,1.0,1.0,12,3,1,2
ERF,ESM-2 650M + ESM-1b 650M,3,0.1,1.0,1.0,12,3,1,2
ERF,ESM-2 650M + ESM-1b 650M,4,0.11,1.0,1.0,12,3,1,2
ERF,ESM-2 650M + ESM-1b 650M,5,0.1,1.0,1.0,12,3,2,1
ERF,ESM-2 650M + CaLM,1,0.02,0.9714285714285714,0.0,12,3,1,2
ERF,ESM-2 650M + CaLM,2,0.64,0.8857142857142857,1.0,12,3,1,2
ERF,ESM-2 650M + CaLM,3,0.49,0.9428571428571428,1.0,12,3,1,2
ERF,ESM-2 650M + CaLM,4,0.64,0.9428571428571428,1.0,12,3,1,2
ERF,ESM-2 650M + CaLM,5,0.64,0.875,1.0,12,3,2,1
ERF,ESM-2 150M + CaLM,1,0.79,0.9142857142857144,1.0,12,3,1,2
ERF,ESM-2 150M + CaLM,2,0.79,0.9142857142857144,1.0,12,3,1,2
ERF,ESM-2 150M + CaLM,3,0.35,0.9714285714285714,0.0,12,3,1,2
ERF,ESM-2 150M + CaLM,4,0.59,0.8571428571428571,1.0,12,3,1,2
ERF,ESM-2 150M + CaLM,5,0.87,0.875,1.0,12,3,2,1
ERF,ESM-1b 650M + CaLM,1,0.0,1.0,1.0,12,3,1,2
ERF,ESM-1b 650M + CaLM,2,0.0,1.0,1.0,12,3,1,2
ERF,ESM-1b 650M + CaLM,3,0.0,1.0,1.0,12,3,1,2
ERF,ESM-1b 650M + CaLM,4,0.0,1.0,1.0,12,3,1,2
ERF,ESM-1b 650M + CaLM,5,0.0,1.0,1.0,12,3,2,1
ETFDH,ESM-2 150M + 650M,1,0.34,1.0,0.3571428571428571,59,15,14,1
ETFDH,ESM-2 150M + 650M,2,0.92,0.9136363636363636,1.0,59,15,14,1
ETFDH,ESM-2 150M + 650M,3,0.92,0.9409090909090908,1.0,59,15,14,1
ETFDH,ESM-2 150M + 650M,4,0.92,0.9272727272727272,1.0,59,15,14,1
ETFDH,ESM-2 150M + 650M,5,0.92,0.9285714285714286,1.0,60,14,13,1
