gene,model,mean_raw_calm_weight,sd_raw_calm_weight,mean_standardized_equivalent_calm_weight,sd_standardized_equivalent_calm_weight
RHOBTB2,ESM-1b 650M + CaLM,0.378,0.27362382937163937,0.28287713465732633,0.21698743118028832
RHOBTB2,ESM-2 650M + CaLM,0.22800000000000004,0.1759829537199555,0.16471359569555977,0.13211989707663244
RLIM,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
RLIM,ESM-2 650M + CaLM,0.744,0.07700649323271382,0.7459215394773696,0.09089420705502574
ROBO4,ESM-1b 650M + CaLM,0.82,0.380525951808809,0.7991473637410761,0.4058198127102072
ROBO4,ESM-2 650M + CaLM,0.778,0.28743694960808364,0.7615161604994871,0.3073193290173946
ROR2,ESM-1b 650M + CaLM,0.294,0.2317973252649823,0.19998606211579456,0.187512893576115
ROR2,ESM-2 650M + CaLM,0.312,0.2858671019897183,0.25432446751827886,0.23719497921647467
RP2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
RP2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
RPE65,ESM-1b 650M + CaLM,0.6679999999999999,0.19753480705941423,0.6212178012248062,0.22278437673270018
RPE65,ESM-2 650M + CaLM,0.44400000000000006,0.0920869154657707,0.4759977892598915,0.10007358612821056
RPS6KA3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
RPS6KA3,ESM-2 650M + CaLM,0.178,0.3980200999949626,0.17357249043633013,0.38811988763956634
RS1,ESM-1b 650M + CaLM,0.53,0.12328828005937956,0.338723696766997,0.109799126422585
RS1,ESM-2 650M + CaLM,0.32399999999999995,0.3086745859315276,0.2275346377100184,0.23684135745837953
RUNX1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
RUNX1,ESM-2 650M + CaLM,0.054000000000000006,0.12074767078498864,0.05202152553555819,0.11632366739074926
SATB2,ESM-1b 650M + CaLM,0.294,0.2224410034143885,0.14755092317029084,0.13577164012124063
SATB2,ESM-2 650M + CaLM,0.376,0.18146625030566976,0.23690732937844747,0.1267544665211188
SCNN1B,ESM-1b 650M + CaLM,0.264,0.3476780119593415,0.2142830586042635,0.30798364018611923
SCNN1B,ESM-2 650M + CaLM,0.006,0.005477225575051661,0.0034468633102383074,0.003155403161916502
SEC23B,ESM-1b 650M + CaLM,0.1,0.061644140029689765,0.06107964888661168,0.04503930916135158
SEC23B,ESM-2 650M + CaLM,0.20400000000000001,0.21466252583997986,0.08906002894547468,0.07401107088454559
SELENON,ESM-1b 650M + CaLM,0.21400000000000002,0.39997499921870117,0.20525353320236092,0.384746680126711
SELENON,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SERAC1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SERAC1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SERPINA1,ESM-1b 650M + CaLM,0.54,0.1679285562374667,0.5323041353811053,0.16854254542166933
SERPINA1,ESM-2 650M + CaLM,0.20400000000000001,0.06228964600958975,0.1828610540229485,0.05162716508074883
SERPINC1,ESM-1b 650M + CaLM,0.202,0.13084341787036902,0.21572626973404713,0.1376159478499962
SERPINC1,ESM-2 650M + CaLM,0.484,0.07668115805072324,0.5052965971881308,0.07379788377633853
SERPING1,ESM-1b 650M + CaLM,0.082,0.052153619241621194,0.054207463943356626,0.034254713035907124
SERPING1,ESM-2 650M + CaLM,0.05800000000000001,0.09257429448826493,0.046456181238801145,0.07558795921324164
SGSH,ESM-1b 650M + CaLM,0.064,0.030495901363953814,0.03872109641146721,0.01971236300478078
SGSH,ESM-2 650M + CaLM,0.5940000000000001,0.27245183060497136,0.5628036966426595,0.2682231793478346
SH3BP2,ESM-1b 650M + CaLM,0.97,0.017320508075688777,0.9467679539416981,0.03252611949957081
SH3BP2,ESM-2 650M + CaLM,0.968,0.02167948338867876,0.9458216390349042,0.034795586563583496
SKI,ESM-1b 650M + CaLM,0.05600000000000001,0.07668115805072327,0.025780639692693508,0.0353041439396523
SKI,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC12A3,ESM-1b 650M + CaLM,0.244,0.2341580662714825,0.20387058164831898,0.19895255712119908
SLC12A3,ESM-2 650M + CaLM,0.036,0.08049844718999243,0.03256865834750165,0.07282573400097966
SLC16A2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC16A2,ESM-2 650M + CaLM,0.08,0.14611639196202458,0.06165038606937793,0.11410107620470636
SLC19A3,ESM-1b 650M + CaLM,0.16,0.08944271909999159,0.07023914845469617,0.03981190049173785
SLC19A3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC1A2,ESM-1b 650M + CaLM,0.608,0.4146926572776518,0.5637645713189693,0.4087243610270064
SLC1A2,ESM-2 650M + CaLM,0.126,0.17714400921284354,0.1081541507333017,0.1545625329450973
SLC20A2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC20A2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC22A5,ESM-1b 650M + CaLM,0.198,0.04024922359499623,0.15112264834568886,0.03817727873699087
SLC22A5,ESM-2 650M + CaLM,0.02,0.044721359549995794,0.014532488552207484,0.03249563228497344
SLC26A4,ESM-1b 650M + CaLM,0.292,0.2883053936366783,0.24324155615578175,0.2484470125926693
SLC26A4,ESM-2 650M + CaLM,0.396,0.21125813593800358,0.354479186520215,0.18993926300189168
SLC27A4,ESM-1b 650M + CaLM,0.096,0.08763560920082658,0.06117242801146735,0.05591286266046256
SLC27A4,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC29A3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC29A3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC2A1,ESM-1b 650M + CaLM,0.376,0.12973048986263794,0.3177475450607436,0.11450554862442806
SLC2A1,ESM-2 650M + CaLM,0.22200000000000003,0.12153188881935471,0.1961027016937301,0.11700656099162937
SLC2A10,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC2A10,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC34A3,ESM-1b 650M + CaLM,0.43000000000000005,0.24351591323771843,0.3270895829902216,0.18742563340614093
SLC34A3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC35A2,ESM-1b 650M + CaLM,0.386,0.16546903033498445,0.31191411948946046,0.14108270964169975
SLC35A2,ESM-2 650M + CaLM,0.126,0.28174456516497354,0.11552898149334226,0.2583306559904284
SLC40A1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC40A1,ESM-2 650M + CaLM,0.624,0.12340988615179904,0.5658883829060707,0.13252843084936253
SLC4A1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC4A1,ESM-2 650M + CaLM,0.6439999999999999,0.4456792568652932,0.6242126736331383,0.44902698564934934
SLC4A11,ESM-1b 650M + CaLM,0.262,0.14652644812456217,0.16549833487464485,0.09255506368508327
SLC4A11,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC52A3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLC52A3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLC6A1,ESM-1b 650M + CaLM,0.276,0.015165750888103081,0.20631319605934695,0.016796787475984072
SLC6A1,ESM-2 650M + CaLM,0.75,0.08124038404635962,0.7208730121529747,0.0819857686903262
SLC6A19,ESM-1b 650M + CaLM,0.246,0.22456624857711807,0.16246593134833398,0.14851468641152077
SLC6A19,ESM-2 650M + CaLM,0.258,0.23552069972722142,0.2269184094298749,0.2073651247135338
SLC6A5,ESM-1b 650M + CaLM,0.184,0.10285912696499033,0.13324791266668984,0.07458235162176427
SLC6A5,ESM-2 650M + CaLM,0.11800000000000002,0.07661592523751182,0.1080662725045795,0.07111430157050025
SLC6A8,ESM-1b 650M + CaLM,0.40199999999999997,0.12377398757412642,0.3311527015011333,0.10648522332096581
SLC6A8,ESM-2 650M + CaLM,0.592,0.14839137441239636,0.5876443986655362,0.14771313723436316
SLC9A6,ESM-1b 650M + CaLM,0.32399999999999995,0.2228901074520805,0.25832741614346444,0.1903951468240789
SLC9A6,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SLCO2A1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SLCO2A1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SMARCAL1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SMARCAL1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SMPD1,ESM-1b 650M + CaLM,0.15,0.08396427811873333,0.1288589080788717,0.07229485655524907
SMPD1,ESM-2 650M + CaLM,0.256,0.17686152775547315,0.23355867764559965,0.1680682147183532
SNAP25,ESM-1b 650M + CaLM,0.418,0.16099689437998485,0.2973929100902637,0.12487987880632263
SNAP25,ESM-2 650M + CaLM,0.12200000000000003,0.026832815729997482,0.13434717727138906,0.03957899022199489
SOX10,ESM-1b 650M + CaLM,0.10200000000000001,0.06906518659932803,0.07439083513825366,0.05038728629051254
SOX10,ESM-2 650M + CaLM,0.43600000000000005,0.29432974705251935,0.40652845551276034,0.2835644254819422
SOX11,ESM-1b 650M + CaLM,0.13599999999999998,0.12876334882255897,0.09362262386608027,0.09430214778008138
SOX11,ESM-2 650M + CaLM,0.22600000000000003,0.367464283978729,0.21974979314578222,0.36304799177934444
SOX2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SOX2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SOX5,ESM-1b 650M + CaLM,0.9,0.16896745248715803,0.8591429002683588,0.2226432976735085
SOX5,ESM-2 650M + CaLM,0.8220000000000001,0.10963576058932596,0.8164981874902502,0.10625306056067435
SOX6,ESM-1b 650M + CaLM,0.21400000000000002,0.18022208521710095,0.1530449033452596,0.13952401001109208
SOX6,ESM-2 650M + CaLM,0.36,0.49300101419773984,0.3671969499099089,0.5028788830690526
SOX9,ESM-1b 650M + CaLM,0.6980000000000001,0.030331501776206155,0.6399817337956244,0.026610313348067495
SOX9,ESM-2 650M + CaLM,0.788,0.0268328157299975,0.7706879783941776,0.02596643740294454
SPAST,ESM-1b 650M + CaLM,0.066,0.060249481325568274,0.04249930617506727,0.038887920080501966
SPAST,ESM-2 650M + CaLM,0.8539999999999999,0.01341640786499869,0.807271712676112,0.017059936545589016
SPG7,ESM-1b 650M + CaLM,0.304,0.24265201420964963,0.2366638651190561,0.19281672242525094
SPG7,ESM-2 650M + CaLM,0.75,0.23280893453645632,0.7263368202061209,0.24151932263412443
SRD5A2,ESM-1b 650M + CaLM,0.30199999999999994,0.23274449510138795,0.26685105224497535,0.20633657665805713
SRD5A2,ESM-2 650M + CaLM,0.718,0.11099549540409287,0.6807832194426439,0.11805671832310366
STAT3,ESM-1b 650M + CaLM,0.4779999999999999,0.1458423806717375,0.244856101802299,0.0894329299847192
STAT3,ESM-2 650M + CaLM,0.266,0.1657709262808168,0.11727555773029677,0.08161082842288098
STIM1,ESM-1b 650M + CaLM,0.392,0.2191346617949794,0.1518678438443479,0.08532673994840781
STIM1,ESM-2 650M + CaLM,0.15,0.13693063937629155,0.05615686350596488,0.05153814523563909
STING1,ESM-1b 650M + CaLM,0.624,0.29669850016472954,0.6126701390610482,0.31412162059299675
STING1,ESM-2 650M + CaLM,0.6759999999999999,0.20586403279834967,0.6759581100428876,0.19062426107237876
STK11,ESM-1b 650M + CaLM,0.392,0.22521101216414796,0.3149077128121398,0.18520135038640057
STK11,ESM-2 650M + CaLM,0.162,0.14788509052639484,0.14887838329992298,0.13611722713170704
STRA6,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
STRA6,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
STS,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
STS,ESM-2 650M + CaLM,0.132,0.12049896265113655,0.09202928983038214,0.08633960455603922
STXBP1,ESM-1b 650M + CaLM,0.47800000000000004,0.16619265928433782,0.4681482322323444,0.1639520187115074
STXBP1,ESM-2 650M + CaLM,0.05600000000000001,0.09126883367283709,0.04817439434395582,0.07869067617409681
SUCLA2,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SUCLA2,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
SUMF1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
SUMF1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TAOK1,ESM-1b 650M + CaLM,0.22999999999999998,0.13038404810405296,0.15417009921919161,0.0872756740478721
TAOK1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TBR1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TBR1,ESM-2 650M + CaLM,0.592,0.342081861547788,0.545076984291896,0.3193466847063746
TBX4,ESM-1b 650M + CaLM,0.442,0.2604227332626704,0.35630564779732704,0.21549478120339458
TBX4,ESM-2 650M + CaLM,0.096,0.08763560920082658,0.09759477607338303,0.08924838347721904
TBX5,ESM-1b 650M + CaLM,0.44000000000000006,0.31448370387032776,0.37184580418384794,0.32445469859431514
TBX5,ESM-2 650M + CaLM,0.658,0.39983746697877126,0.6516125012521309,0.39959391818514356
TCF4,ESM-1b 650M + CaLM,0.6599999999999999,0.10049875621120889,0.5248511400050015,0.11305441308986543
TCF4,ESM-2 650M + CaLM,0.344,0.22897598127314578,0.2717257711693289,0.204405994007131
TFE3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TFE3,ESM-2 650M + CaLM,0.938,0.016431676725154915,0.9367375118748832,0.014294257335449022
TGFBR1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TGFBR1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TGFBR2,ESM-1b 650M + CaLM,0.388,0.27626074639731213,0.347193303855183,0.2566738936862357
TGFBR2,ESM-2 650M + CaLM,0.45999999999999996,0.2742261840160418,0.47053999273977,0.2778467109096419
TGM1,ESM-1b 650M + CaLM,0.16799999999999998,0.11670475568716127,0.12856058871294462,0.0902117296411435
TGM1,ESM-2 650M + CaLM,0.018,0.016431676725154984,0.015025818517911562,0.013738443110959753
TMEM67,ESM-1b 650M + CaLM,0.526,0.30956420981760796,0.3241406533762628,0.20392257103000969
TMEM67,ESM-2 650M + CaLM,0.40599999999999997,0.03130495168499705,0.21136108144591756,0.02740722251996901
TMPRSS3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TMPRSS3,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TNFRSF1A,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TNFRSF1A,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TNPO2,ESM-1b 650M + CaLM,0.136,0.008944271909999168,0.10611898798718737,0.015420046590849295
TNPO2,ESM-2 650M + CaLM,0.336,0.3431180554852805,0.34030413504231277,0.350273428855452
TP53,ESM-1b 650M + CaLM,0.02,0.03391164991562634,0.005950742738185599,0.010189345946750835
TP53,ESM-2 650M + CaLM,0.046,0.07602631123499284,0.01711369515256155,0.029318959285252435
TP63,ESM-1b 650M + CaLM,0.6140000000000001,0.07503332592921623,0.2762775751900987,0.05924367547248236
TP63,ESM-2 650M + CaLM,0.506,0.06188699378706324,0.2452018803365749,0.04739025551757104
TPO,ESM-1b 650M + CaLM,0.238,0.11734564329364769,0.14556436400592587,0.07943705747777706
TPO,ESM-2 650M + CaLM,0.11200000000000002,0.25043961347997645,0.08526760758111682,0.19066416683015364
TPP1,ESM-1b 650M + CaLM,0.076,0.10406728592598156,0.05120888698848591,0.07030335241691558
TPP1,ESM-2 650M + CaLM,0.47000000000000003,0.3144041984452498,0.3847304115026088,0.28141714516461686
TRAF7,ESM-1b 650M + CaLM,0.37,0.3652396473549934,0.3003715307511386,0.32200006333218684
TRAF7,ESM-2 650M + CaLM,0.568,0.3220558957696629,0.5763461606081431,0.3071464044450817
TRMU,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TRMU,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TRPC6,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TRPC6,ESM-2 650M + CaLM,0.054000000000000006,0.04929503017546495,0.04119234378495443,0.0379059193482263
TRPV3,ESM-1b 650M + CaLM,0.072,0.06572670690061992,0.05663916574941835,0.05200853434418875
TRPV3,ESM-2 650M + CaLM,0.26,0.19493588689617927,0.24222053263479754,0.1816684496467802
TRPV4,ESM-1b 650M + CaLM,0.012,0.026832815729997475,0.00789925057435066,0.017663261255552336
TRPV4,ESM-2 650M + CaLM,0.418,0.5321841786449499,0.4152496939466658,0.5344626656641702
TRPV6,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TRPV6,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TSEN54,ESM-1b 650M + CaLM,0.052000000000000005,0.0712039324756716,0.032392025033043545,0.0444313060782813
TSEN54,ESM-2 650M + CaLM,0.21600000000000003,0.2508585258666725,0.18569020310907924,0.22134808370907794
TSHR,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TSHR,ESM-2 650M + CaLM,0.38,0.36462309307009066,0.3673147661786047,0.36179636598579873
TUBB2A,ESM-1b 650M + CaLM,0.458,0.2406657433038612,0.4551206195640366,0.2382052105692351
TUBB2A,ESM-2 650M + CaLM,0.76,0.16477257053284083,0.7932504811572271,0.13862208725517608
TULP1,ESM-1b 650M + CaLM,0.016,0.00894427190999916,0.008205715172862242,0.004629959915116041
TULP1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TYMP,ESM-1b 650M + CaLM,0.4760000000000001,0.272910241654651,0.42685313958753995,0.2432571055293008
TYMP,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
TYRP1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
TYRP1,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
UBE3A,ESM-1b 650M + CaLM,0.422,0.16769019053003667,0.31492050839120245,0.13695315040960956
UBE3A,ESM-2 650M + CaLM,0.45199999999999996,0.19992498593222408,0.3955039489705047,0.18551879200883534
UBQLN2,ESM-1b 650M + CaLM,0.8859999999999999,0.039115214431215836,0.8206130422433837,0.0499642717929755
UBQLN2,ESM-2 650M + CaLM,0.288,0.3353654722835969,0.2518864054939526,0.3124043409447529
UMOD,ESM-1b 650M + CaLM,0.262,0.16739175606940743,0.28953353548736416,0.18807367081399848
UMOD,ESM-2 650M + CaLM,0.03,0.045825756949558406,0.03824699781996965,0.057780041020138166
UROS,ESM-1b 650M + CaLM,0.756,0.250659131092406,0.6318079448955205,0.2729814085707571
UROS,ESM-2 650M + CaLM,0.708,0.0939148550549912,0.5251537321609199,0.12069122538423832
VHL,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
VHL,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
VPS4A,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
VPS4A,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
WARS2,ESM-1b 650M + CaLM,0.188,0.42038077976996047,0.1864825976961692,0.41698776506938
WARS2,ESM-2 650M + CaLM,0.19,0.42485291572496,0.18659819971912867,0.41724625905105384
WAS,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
WAS,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
WDR26,ESM-1b 650M + CaLM,0.532,0.3191708006694848,0.43505264328729976,0.27869992123225407
WDR26,ESM-2 650M + CaLM,0.384,0.3505424368033063,0.3672061916666015,0.33528020209517445
WDR37,ESM-1b 650M + CaLM,0.522,0.2006738647656939,0.43155998958596875,0.17872214990547675
WDR37,ESM-2 650M + CaLM,0.25,0.1541103500742244,0.2274229705015866,0.14059471667166312
WDR45,ESM-1b 650M + CaLM,0.504,0.12817956155331472,0.456899623746887,0.12946749505410893
WDR45,ESM-2 650M + CaLM,0.6599999999999999,0.3824264635194588,0.6477042594855627,0.37817819088153176
WFS1,ESM-1b 650M + CaLM,0.23399999999999999,0.13145341380123987,0.09991709877668524,0.05669240118674438
WFS1,ESM-2 650M + CaLM,0.182,0.1676901905300367,0.09047701476512637,0.09441524829124982
WNT10A,ESM-1b 650M + CaLM,0.25,0.0,0.1523664564740464,0.010239061768528117
WNT10A,ESM-2 650M + CaLM,0.264,0.14758048651498612,0.21387689844681965,0.1204313938498289
WWOX,ESM-1b 650M + CaLM,0.378,0.1779606698121807,0.3003009729152195,0.14240821368344853
WWOX,ESM-2 650M + CaLM,0.534,0.27005554984113916,0.48776775562161045,0.27699513719475116
XPC,ESM-1b 650M + CaLM,0.7939999999999999,0.18676188047886003,0.7739656075320396,0.16072368696742217
XPC,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
YARS1,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
YARS1,ESM-2 650M + CaLM,0.202,0.11366617790706258,0.19840624187146538,0.11471196277469402
ZBTB18,ESM-1b 650M + CaLM,0.10200000000000001,0.22807893370497853,0.06154032097297084,0.1376083410527188
ZBTB18,ESM-2 650M + CaLM,0.0,0.0,0.0,0.0
ZBTB20,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
ZBTB20,ESM-2 650M + CaLM,0.06,0.06928203230275509,0.052165579786097205,0.059569715467009336
ZMYND11,ESM-1b 650M + CaLM,0.788,0.021679483388678825,0.6235219879696399,0.047970142988691504
ZMYND11,ESM-2 650M + CaLM,0.358,0.13863621460498696,0.2426977942782559,0.11106260404615491
ZNRF3,ESM-1b 650M + CaLM,0.0,0.0,0.0,0.0
ZNRF3,ESM-2 650M + CaLM,0.24000000000000005,0.21908902300206645,0.2424610079336385,0.22167503132410665
